"Airline","Source","Destination","Flight_Duration","Total_Stops","Additional_Info","Day_of_Journey","Month_of_Journey","Year_of_Journey","Price"
"Jet Airways","Delhi","Cochin","505.0","2.0","In-flight meal not included","15318","27","5","2019"
"SpiceJet","Kolkata","Banglore","435.0","1.0","No info","9923","24","3","2019"
"Jet Airways","Kolkata","Banglore","435.0","1.0","In-flight meal not included","6077","4","1","2019"
"Air India","Chennai","Kolkata","135.0","0.0","No info","4667","6","9","2019"
"Multiple carriers","Delhi","Cochin","645.0","1.0","No info","8099","5","9","2019"
"SpiceJet","Mumbai","Hyderabad","90.0","0.0","No check-in baggage included","2385","5","1","2019"
"Multiple carriers","Delhi","Cochin","625.0","2.0","No info","15965","27","6","2019"
"Jet Airways","Kolkata","Banglore","705.0","1.0","In-flight meal not included","10844","5","6","2019"
"Air India","Banglore","Delhi","170.0","0.0","No info","6121","5","12","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","3625","24","4","2019"
"Multiple carriers","Delhi","Cochin","810.0","1.0","No info","8475","27","5","2019"
"Jet Airways","Delhi","Cochin","715.0","1.0","In-flight meal not included","12898","27","5","2019"
"IndiGo","Delhi","Cochin","320.0","1.0","No info","10851","3","6","2019"
"Air India","Delhi","Cochin","795.0","1.0","No info","5704","21","3","2019"
"Vistara","Banglore","New Delhi","175.0","0.0","No info","11598","18","3","2019"
"Multiple carriers","Delhi","Cochin","645.0","1.0","No info","9149","27","5","2019"
"Air India","Kolkata","Banglore","155.0","0.0","No info","4145","15","6","2019"
"GoAir","Delhi","Cochin","540.0","1.0","No info","6195","21","5","2019"
"IndiGo","Delhi","Cochin","575.0","1.0","No info","6979","5","9","2019"
"Air India","Banglore","New Delhi","170.0","0.0","No info","7276","15","3","2019"
"SpiceJet","Delhi","Cochin","270.0","1.0","No check-in baggage included","4760","15","5","2019"
"Vistara","Chennai","Kolkata","140.0","0.0","No info","11982","18","6","2019"
"IndiGo","Chennai","Kolkata","140.0","0.0","No info","5277","27","3","2019"
"Air India","Delhi","Cochin","700.0","1.0","No info","8372","6","9","2019"
"IndiGo","Kolkata","Banglore","220.0","1.0","No info","4226","4","1","2019"
"IndiGo","Chennai","Kolkata","140.0","0.0","No info","3597","18","6","2019"
"Multiple carriers","Delhi","Cochin","735.0","1.0","No info","7005","15","6","2019"
"Multiple carriers","Delhi","Cochin","545.0","1.0","No info","8018","5","9","2019"
"Jet Airways","Delhi","Cochin","1395.0","1.0","In-flight meal not included","10577","6","9","2019"
"Jet Airways","Delhi","Cochin","810.0","2.0","In-flight meal not included","11507","6","12","2019"
"Air India","Delhi","Cochin","2295.0","2.0","No info","9653","5","9","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","In-flight meal not included","4160","15","3","2019"
"Jet Airways","Delhi","Cochin","1485.0","1.0","No info","14714","6","3","2019"
"Jet Airways","Mumbai","Hyderabad","85.0","0.0","No info","5678","5","9","2019"
"Air India","Kolkata","Banglore","1100.0","2.0","No info","13873","18","5","2019"
"Multiple carriers","Delhi","Cochin","520.0","1.0","No info","11264","27","6","2019"
"Jet Airways","Kolkata","Banglore","405.0","1.0","In-flight meal not included","11134","24","3","2019"
"Air Asia","Delhi","Cochin","330.0","1.0","No info","6151","21","3","2019"
"Jet Airways","Kolkata","Banglore","845.0","1.0","In-flight meal not included","10844","18","5","2019"
"Jet Airways","Delhi","Cochin","1615.0","2.0","No info","13014","6","3","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","In-flight meal not included","4995","18","6","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","4174","18","4","2019"
"Air India","Banglore","New Delhi","170.0","0.0","No info","12841","3","3","2019"
"Jet Airways","Kolkata","Banglore","1685.0","1.0","No info","13067","5","9","2019"
"Jet Airways","Delhi","Cochin","1620.0","1.0","In-flight meal not included","10262","24","6","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","4423","4","6","2019"
"Jet Airways","Kolkata","Banglore","585.0","1.0","In-flight meal not included","8586","5","1","2019"
"Jet Airways","Kolkata","Banglore","730.0","1.0","In-flight meal not included","9663","15","5","2019"
"IndiGo","Delhi","Cochin","300.0","1.0","No info","6069","15","6","2019"
"Air India","Chennai","Kolkata","135.0","0.0","No info","4667","5","6","2019"
"Jet Airways","Delhi","Cochin","1270.0","1.0","In-flight meal not included","12373","5","9","2019"
"Jet Airways","Kolkata","Banglore","1055.0","1.0","No info","13941","5","9","2019"
"IndiGo","Mumbai","Hyderabad","85.0","0.0","No info","3175","27","3","2019"
"Air India","Delhi","Cochin","1335.0","1.0","No info","8372","6","9","2019"
"Vistara","Banglore","Delhi","155.0","0.0","No info","5613","4","6","2019"
"IndiGo","Delhi","Cochin","895.0","1.0","No info","7144","18","5","2019"
"Jet Airways","Kolkata","Banglore","590.0","1.0","No info","14571","6","6","2019"
"IndiGo","Chennai","Kolkata","140.0","0.0","No info","5277","24","3","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","In-flight meal not included","2759","24","3","2019"
"Air Asia","Kolkata","Banglore","955.0","1.0","No info","5192","5","9","2019"
"Jet Airways","Delhi","Cochin","715.0","1.0","No info","14714","6","9","2019"
"Air India","Delhi","Cochin","435.0","2.0","No info","10336","6","1","2019"
"Air India","Kolkata","Banglore","155.0","0.0","No info","31945","24","3","2019"
"Jet Airways","Kolkata","Banglore","1025.0","1.0","In-flight meal not included","7064","4","1","2019"
"Jet Airways","Delhi","Cochin","425.0","2.0","No info","14441","6","9","2019"
"Multiple carriers","Delhi","Cochin","755.0","1.0","No info","17493","3","3","2019"
"Jet Airways","Kolkata","Banglore","1595.0","1.0","In-flight meal not included","10844","6","9","2019"
"SpiceJet","Mumbai","Hyderabad","90.0","0.0","No info","2753","6","1","2019"
"Jet Airways","Delhi","Cochin","1225.0","1.0","In-flight meal not included","12898","21","5","2019"
"Jet Airways","Banglore","Delhi","185.0","0.0","No info","7229","15","4","2019"
"Air India","Delhi","Cochin","1180.0","2.0","No info","8603","6","3","2019"
"Jet Airways","Delhi","Cochin","1375.0","2.0","No info","15129","18","5","2019"
"Jet Airways","Delhi","Cochin","440.0","2.0","No info","18804","15","6","2019"
"Air Asia","Delhi","Cochin","870.0","1.0","No info","7452","21","4","2019"
"SpiceJet","Banglore","Delhi","170.0","0.0","No info","3971","24","4","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","3943","6","12","2019"
"IndiGo","Banglore","New Delhi","300.0","1.0","No info","9165","15","3","2019"
"Jet Airways","Delhi","Cochin","810.0","2.0","No info","13014","24","6","2019"
"SpiceJet","Banglore","Delhi","170.0","0.0","No info","3625","21","6","2019"
"Jet Airways","Delhi","Cochin","1235.0","1.0","In-flight meal not included","10262","24","6","2019"
"Jet Airways","Kolkata","Banglore","800.0","1.0","No info","14388","21","5","2019"
"Multiple carriers","Delhi","Cochin","675.0","1.0","No info","15058","6","12","2019"
"Air India","Delhi","Cochin","1360.0","1.0","No info","14882","3","6","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","4591","18","4","2019"
"SpiceJet","Kolkata","Banglore","155.0","0.0","No check-in baggage included","3841","5","9","2019"
"Jet Airways","Kolkata","Banglore","590.0","1.0","No info","14781","15","5","2019"
"SpiceJet","Kolkata","Banglore","140.0","0.0","No check-in baggage included","3841","4","9","2019"
"Multiple carriers","Delhi","Cochin","630.0","1.0","No info","13377","6","3","2019"
"Jet Airways","Delhi","Cochin","535.0","2.0","No info","13014","6","12","2019"
"Multiple carriers","Delhi","Cochin","375.0","1.0","No info","14848","21","5","2019"
"Air India","Kolkata","Banglore","155.0","0.0","No info","4145","5","9","2019"
"IndiGo","Chennai","Kolkata","140.0","0.0","No info","3850","6","12","2019"
"Air India","Kolkata","Banglore","805.0","1.0","No info","10413","24","5","2019"
"IndiGo","Delhi","Cochin","630.0","1.0","No info","6104","6","3","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","3943","6","1","2019"
"Jet Airways","Kolkata","Banglore","665.0","1.0","In-flight meal not included","8529","6","12","2019"
"Jet Airways","Delhi","Cochin","825.0","1.0","In-flight meal not included","10262","24","6","2019"
"Jet Airways","Kolkata","Banglore","1540.0","1.0","No info","14151","18","5","2019"
"Air Asia","Kolkata","Banglore","500.0","2.0","No info","5192","5","9","2019"
"Jet Airways","Kolkata","Banglore","875.0","1.0","In-flight meal not included","9663","21","5","2019"
"GoAir","Banglore","Delhi","175.0","0.0","No info","4632","24","4","2019"
"IndiGo","Delhi","Cochin","305.0","1.0","No info","5073","4","6","2019"
"Multiple carriers","Delhi","Cochin","535.0","1.0","No info","9526","15","6","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","4423","15","4","2019"
"IndiGo","Mumbai","Hyderabad","95.0","0.0","No info","2227","5","12","2019"
"Vistara","Banglore","New Delhi","160.0","0.0","No info","5403","21","3","2019"
"IndiGo","Chennai","Kolkata","140.0","0.0","No info","3858","27","3","2019"
"Jet Airways","Delhi","Cochin","1745.0","2.0","No info","18752","3","9","2019"
"Jet Airways","Kolkata","Banglore","330.0","1.0","In-flight meal not included","9663","21","5","2019"
"Jet Airways","Delhi","Cochin","1045.0","2.0","No info","12819","24","6","2019"
"Multiple carriers","Delhi","Cochin","720.0","1.0","No info","6883","27","3","2019"
"Multiple carriers","Delhi","Cochin","390.0","1.0","No info","7198","27","5","2019"
"Air India","Banglore","New Delhi","165.0","0.0","No info","7801","3","9","2019"
"IndiGo","Banglore","Delhi","175.0","0.0","No info","4823","21","4","2019"
"Jet Airways","Kolkata","Banglore","1610.0","1.0","In-flight meal not included","9663","24","5","2019"
"Jet Airways","Kolkata","Banglore","1480.0","1.0","No info","12121","5","12","2019"
"Vistara","Kolkata","Banglore","1625.0","1.0","No info","8085","5","12","2019"
"IndiGo","Banglore","New Delhi","295.0","1.0","No info","8662","3","3","2019"
"Jet Airways","Delhi","Cochin","1250.0","1.0","In-flight meal not included","6017","21","3","2019"
"SpiceJet","Chennai","Kolkata","135.0","0.0","No check-in baggage included","3859","5","3","2019"
"Multiple carriers","Delhi","Cochin","860.0","1.0","No info","7564","18","5","2019"
"SpiceJet","Banglore","Delhi","160.0","0.0","No check-in baggage included","3919","21","6","2019"
"Jet Airways","Delhi","Cochin","1375.0","2.0","No info","15129","18","5","2019"
"Jet Airways","Banglore","New Delhi","375.0","1.0","No info","26890","3","1","2019"
"Jet Airways","Delhi","Cochin","195.0","0.0","In-flight meal not included","5443","15","4","2019"
"IndiGo","Banglore","New Delhi","175.0","0.0","No info","6860","3","9","2019"
"Jet Airways","Kolkata","Banglore","400.0","1.0","No info","13364","4","1","2019"
"Jet Airways","Delhi","Cochin","660.0","1.0","In-flight meal not included","12239","27","5","2019"
"IndiGo","Kolkata","Banglore","275.0","1.0","No info","4966","4","9","2019"
"IndiGo","Banglore","New Delhi","165.0","0.0","No info","6144","3","3","2019"
"Jet Airways","Delhi","Cochin","1680.0","1.0","In-flight meal not included","12373","5","9","2019"
"Air India","Banglore","New Delhi","1900.0","2.0","No info","10835","18","3","2019"
"Air India","Delhi","Cochin","1640.0","1.0","No info","7952","6","6","2019"
"IndiGo","Banglore","Delhi","165.0","0.0","No info","3419","4","9","2019"
"Multiple carriers","Delhi","Cochin","525.0","1.0","No info","10197","27","5","2019"
"IndiGo","Delhi","Cochin","895.0","1.0","No info","5883","6","3","2019"
"Air India","Chennai","Kolkata","135.0","0.0","No info","4667","18","5","2019"
"IndiGo","Delhi","Cochin","985.0","2.0","No info","6223","21","3","2019"
"Jet Airways","Kolkata","Banglore","665.0","1.0","In-flight meal not included","7757","5","6","2019"
"IndiGo","Banglore","New Delhi","300.0","1.0","No info","11873","3","3","2019"
"Jet Airways","Kolkata","Banglore","665.0","1.0","In-flight meal not included","10844","6","6","2019"
"IndiGo","Delhi","Cochin","345.0","1.0","No info","7189","15","5","2019"
"Jet Airways","Delhi","Cochin","885.0","1.0","In-flight meal not included","10262","27","6","2019"
"Air Asia","Kolkata","Banglore","150.0","0.0","No info","5989","5","1","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","2227","24","6","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","In-flight meal not included","4995","6","6","2019"
"Jet Airways","Kolkata","Banglore","1695.0","1.0","No info","14231","24","3","2019"
"Jet Airways","Kolkata","Banglore","1400.0","1.0","In-flight meal not included","10844","18","5","2019"
"GoAir","Delhi","Cochin","455.0","1.0","No info","5628","3","3","2019"
"Jet Airways","Kolkata","Banglore","1285.0","1.0","In-flight meal not included","10844","6","9","2019"
"Multiple carriers","Delhi","Cochin","645.0","1.0","No info","8937","15","6","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","5618","3","6","2019"
"Air India","Delhi","Cochin","735.0","1.0","No info","6674","4","9","2019"
"GoAir","Banglore","Delhi","170.0","0.0","No info","3898","24","4","2019"
"Jet Airways","Kolkata","Banglore","1550.0","1.0","In-flight meal not included","10844","24","5","2019"
"Air India","Delhi","Cochin","1380.0","2.0","No info","13381","6","3","2019"
"Air India","Delhi","Cochin","1560.0","2.0","No info","11972","21","5","2019"
"Jet Airways","Delhi","Cochin","655.0","1.0","No info","17024","3","3","2019"
"IndiGo","Delhi","Cochin","345.0","1.0","No info","7398","4","9","2019"
"Air India","Banglore","New Delhi","435.0","2.0","Change airports","17461","3","1","2019"
"Jet Airways","Kolkata","Banglore","735.0","1.0","No info","13731","24","5","2019"
"Jet Airways","Banglore","New Delhi","920.0","1.0","No info","13555","18","3","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","4804","27","4","2019"
"Jet Airways","Delhi","Cochin","715.0","1.0","No info","16289","21","5","2019"
"IndiGo","Delhi","Cochin","425.0","1.0","No info","7520","18","5","2019"
"IndiGo","Delhi","Cochin","895.0","1.0","No info","7503","18","5","2019"
"Multiple carriers","Delhi","Cochin","650.0","1.0","No info","8601","27","3","2019"
"Jet Airways","Kolkata","Banglore","1655.0","1.0","In-flight meal not included","7064","4","1","2019"
"Air Asia","Kolkata","Banglore","710.0","1.0","No info","5192","5","6","2019"
"SpiceJet","Kolkata","Banglore","330.0","1.0","No info","9158","6","9","2019"
"Multiple carriers","Delhi","Cochin","515.0","1.0","No info","24318","3","6","2019"
"Multiple carriers","Delhi","Cochin","660.0","1.0","No info","7038","21","5","2019"
"IndiGo","Banglore","New Delhi","170.0","0.0","No info","7303","24","3","2019"
"IndiGo","Banglore","New Delhi","285.0","1.0","No info","8021","15","3","2019"
"Multiple carriers","Delhi","Cochin","555.0","1.0","No info","14323","15","5","2019"
"Air India","Kolkata","Banglore","805.0","1.0","No info","10203","6","6","2019"
"Multiple carriers","Delhi","Cochin","390.0","1.0","No info","7408","15","6","2019"
"IndiGo","Mumbai","Hyderabad","85.0","0.0","No info","2227","27","3","2019"
"Multiple carriers","Delhi","Cochin","465.0","1.0","No info","16108","15","6","2019"
"Jet Airways","Delhi","Cochin","1100.0","1.0","In-flight meal not included","10262","15","6","2019"
"Jet Airways","Delhi","Cochin","600.0","1.0","No info","14714","6","9","2019"
"Jet Airways","Delhi","Cochin","1210.0","1.0","In-flight meal not included","10262","6","3","2019"
"IndiGo","Delhi","Cochin","490.0","1.0","No info","7640","18","5","2019"
"Vistara","Kolkata","Banglore","700.0","1.0","No info","8610","6","12","2019"
"Jet Airways","Delhi","Cochin","650.0","1.0","No info","12767","21","3","2019"
"IndiGo","Delhi","Cochin","730.0","1.0","No info","6093","6","12","2019"
"IndiGo","Delhi","Cochin","560.0","1.0","No info","6442","27","4","2019"
"Jet Airways","Banglore","Delhi","165.0","0.0","In-flight meal not included","4030","5","9","2019"
"Multiple carriers","Delhi","Cochin","480.0","1.0","No info","7408","6","6","2019"
"Multiple carriers","Delhi","Cochin","545.0","1.0","No info","10696","6","3","2019"
"SpiceJet","Kolkata","Banglore","150.0","0.0","No info","6982","3","12","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","2754","6","9","2019"
"Air India","Banglore","New Delhi","330.0","1.0","No info","23677","3","1","2019"
"Air India","Kolkata","Banglore","1385.0","2.0","No info","13227","5","1","2019"
"IndiGo","Mumbai","Hyderabad","85.0","0.0","No info","2754","27","3","2019"
"IndiGo","Delhi","Cochin","965.0","1.0","No info","6758","18","5","2019"
"Air India","Delhi","Cochin","180.0","0.0","No info","6934","18","5","2019"
"Jet Airways","Delhi","Cochin","805.0","2.0","No info","18799","3","3","2019"
"Jet Airways","Mumbai","Hyderabad","90.0","0.0","No info","5678","5","6","2019"
"Jet Airways","Banglore","New Delhi","800.0","1.0","No info","27992","3","1","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","In-flight meal not included","4544","4","1","2019"
"Jet Airways","Kolkata","Banglore","1285.0","1.0","In-flight meal not included","7757","5","6","2019"
"IndiGo","Delhi","Cochin","310.0","1.0","No info","6373","27","5","2019"
"Jet Airways","Delhi","Cochin","1320.0","2.0","No info","13376","15","6","2019"
"IndiGo","Kolkata","Banglore","150.0","0.0","No info","5644","6","3","2019"
"Jet Airways","Kolkata","Banglore","1480.0","1.0","No info","13067","5","6","2019"
"Multiple carriers","Delhi","Cochin","540.0","1.0","No info","6513","15","5","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","4392","5","9","2019"
"IndiGo","Kolkata","Banglore","170.0","0.0","No info","4778","3","6","2019"
"Jet Airways","Kolkata","Banglore","1485.0","1.0","In-flight meal not included","10844","18","5","2019"
"Air India","Kolkata","Banglore","1840.0","2.0","No info","12723","24","5","2019"
"Jet Airways","Kolkata","Banglore","725.0","1.0","In-flight meal not included","11134","24","3","2019"
"Jet Airways","Banglore","Delhi","185.0","0.0","No info","7229","5","9","2019"
"Jet Airways","Delhi","Cochin","1015.0","1.0","In-flight meal not included","10262","6","6","2019"
"IndiGo","Kolkata","Banglore","170.0","0.0","No info","4778","24","3","2019"
"IndiGo","Banglore","New Delhi","170.0","0.0","No info","8033","15","3","2019"
"Air India","Delhi","Cochin","1535.0","1.0","No info","8425","27","5","2019"
"Jet Airways","Delhi","Cochin","1320.0","2.0","In-flight meal not included","10919","6","3","2019"
"Multiple carriers","Delhi","Cochin","595.0","1.0","No info","15411","3","6","2019"
"Air India","Delhi","Cochin","1220.0","2.0","No info","10975","6","12","2019"
"Air India","Kolkata","Banglore","1700.0","1.0","No info","6535","24","3","2019"
"Jet Airways","Kolkata","Banglore","435.0","1.0","No info","8355","5","9","2019"
"SpiceJet","Chennai","Kolkata","140.0","0.0","No check-in baggage included","3543","18","6","2019"
"Vistara","Kolkata","Banglore","1345.0","1.0","No info","12102","24","3","2019"
"Jet Airways","Kolkata","Banglore","1005.0","1.0","In-flight meal not included","9314","5","1","2019"
"IndiGo","Delhi","Cochin","415.0","1.0","No info","7503","18","5","2019"
"SpiceJet","Delhi","Cochin","310.0","1.0","No info","9748","3","3","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","4804","27","6","2019"
"Jet Airways","Kolkata","Banglore","590.0","1.0","In-flight meal not included","8586","5","9","2019"
"Jet Airways","Delhi","Cochin","1630.0","2.0","No info","13882","24","6","2019"
"Jet Airways","Banglore","Delhi","175.0","0.0","No info","7229","21","5","2019"
"Air India","Mumbai","Hyderabad","80.0","0.0","No info","2575","24","3","2019"
"IndiGo","Banglore","Delhi","180.0","0.0","No info","3943","21","5","2019"
"SpiceJet","Delhi","Cochin","270.0","1.0","No check-in baggage included","4760","24","4","2019"
"Jet Airways","Kolkata","Banglore","965.0","1.0","In-flight meal not included","8824","24","3","2019"
"Air India","Delhi","Cochin","615.0","1.0","No info","6902","21","3","2019"
"Air Asia","Delhi","Cochin","865.0","1.0","No info","6151","21","3","2019"
"Air India","Kolkata","Banglore","765.0","2.0","No info","12324","21","5","2019"
"Jet Airways","Banglore","New Delhi","280.0","1.0","In-flight meal not included","11087","3","9","2019"
"Air Asia","Kolkata","Banglore","150.0","0.0","No info","5964","3","3","2019"
"Jet Airways","Kolkata","Banglore","1540.0","1.0","No info","14151","5","1","2019"
"Jet Airways","Kolkata","Banglore","1730.0","1.0","No info","11467","15","5","2019"
"SpiceJet","Kolkata","Banglore","140.0","0.0","No info","3873","21","5","2019"
"Multiple carriers","Delhi","Cochin","635.0","1.0","No info","13542","21","3","2019"
"Jet Airways","Kolkata","Banglore","735.0","1.0","In-flight meal not included","10844","21","5","2019"
"IndiGo","Banglore","New Delhi","165.0","0.0","No info","6144","3","3","2019"
"Jet Airways","Delhi","Cochin","300.0","1.0","In-flight meal not included","10262","27","6","2019"
"Air Asia","Banglore","Delhi","165.0","0.0","No info","3383","4","6","2019"
"Air India","Kolkata","Banglore","1615.0","1.0","No info","10413","6","9","2019"
"Jet Airways","Kolkata","Banglore","575.0","1.0","In-flight meal not included","13994","6","9","2019"
"Air India","Kolkata","Banglore","1045.0","2.0","No info","13143","21","5","2019"
"Multiple carriers","Delhi","Cochin","625.0","1.0","No info","13069","21","3","2019"
"Jet Airways","Delhi","Cochin","1045.0","2.0","No info","15129","27","5","2019"
"GoAir","Banglore","Delhi","165.0","0.0","No info","3898","6","9","2019"
"Jet Airways","Kolkata","Banglore","475.0","1.0","No info","13941","5","9","2019"
"Air India","Banglore","New Delhi","1490.0","1.0","No info","6383","21","3","2019"
"Multiple carriers","Delhi","Cochin","835.0","1.0","In-flight meal not included","10406","6","1","2019"
"IndiGo","Delhi","Cochin","630.0","1.0","No info","5883","6","6","2019"
"IndiGo","Delhi","Cochin","615.0","1.0","No info","6838","27","3","2019"
"Jet Airways","Kolkata","Banglore","800.0","1.0","No info","14781","21","5","2019"
"Jet Airways","Delhi","Cochin","520.0","1.0","In-flight meal not included","10577","6","9","2019"
"Multiple carriers","Delhi","Cochin","565.0","1.0","No info","9646","15","5","2019"
"Vistara","Delhi","Cochin","190.0","0.0","No info","6216","6","6","2019"
"Jet Airways","Delhi","Cochin","195.0","0.0","No info","9564","5","12","2019"
"Jet Airways","Kolkata","Banglore","450.0","1.0","No info","14781","5","1","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","No info","7229","5","6","2019"
"IndiGo","Kolkata","Banglore","165.0","0.0","No info","4148","3","9","2019"
"Multiple carriers","Delhi","Cochin","455.0","1.0","In-flight meal not included","7268","27","6","2019"
"Air India","Kolkata","Banglore","150.0","0.0","No info","6245","6","1","2019"
"Jet Airways","Delhi","Cochin","1300.0","2.0","No info","13376","6","1","2019"
"Air Asia","Banglore","Delhi","170.0","0.0","No info","4483","18","4","2019"
"Jet Airways","Delhi","Cochin","1570.0","1.0","In-flight meal not included","11627","6","3","2019"
"Vistara","Kolkata","Banglore","970.0","1.0","No info","13310","24","3","2019"
"Jet Airways","Banglore","Delhi","185.0","0.0","In-flight meal not included","7754","21","6","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","2754","4","1","2019"
"Air India","Delhi","Cochin","1275.0","2.0","No info","10231","6","12","2019"
"Jet Airways","Delhi","Cochin","1615.0","2.0","In-flight meal not included","10368","6","3","2019"
"Air India","Delhi","Cochin","1580.0","2.0","No info","11447","6","6","2019"
"Jet Airways","Delhi","Cochin","1380.0","2.0","No info","18799","3","3","2019"
"IndiGo","Kolkata","Banglore","155.0","0.0","No info","4462","3","9","2019"
"Jet Airways","Kolkata","Banglore","1365.0","1.0","No info","13067","5","12","2019"
"Jet Airways","Kolkata","Banglore","1495.0","1.0","No info","12681","4","1","2019"
"Vistara","Chennai","Kolkata","135.0","0.0","No info","3687","6","3","2019"
"IndiGo","Delhi","Cochin","485.0","1.0","No info","6628","27","3","2019"
"Air India","Delhi","Cochin","600.0","1.0","No info","13832","3","9","2019"
"IndiGo","Banglore","New Delhi","180.0","0.0","No info","6860","3","3","2019"
"Air India","Kolkata","Banglore","1390.0","2.0","No info","10676","5","12","2019"
"Jet Airways","Delhi","Cochin","335.0","1.0","No info","14714","6","3","2019"
"Jet Airways","Delhi","Cochin","1395.0","1.0","In-flight meal not included","10262","6","12","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","2754","21","5","2019"
"Air Asia","Kolkata","Banglore","920.0","1.0","No info","6785","24","3","2019"
"Multiple carriers","Delhi","Cochin","570.0","1.0","No info","14067","21","5","2019"
"Jet Airways","Delhi","Cochin","505.0","2.0","In-flight meal not included","15318","21","5","2019"
"Jet Airways","Delhi","Cochin","610.0","1.0","In-flight meal not included","14053","3","9","2019"
"Jet Airways","Mumbai","Hyderabad","85.0","0.0","No info","8040","27","6","2019"
"Air India","Kolkata","Banglore","1625.0","2.0","No info","12723","6","6","2019"
"Jet Airways","Delhi","Cochin","1355.0","1.0","In-flight meal not included","10262","27","6","2019"
"Air Asia","Delhi","Cochin","865.0","1.0","No info","6151","27","3","2019"
"SpiceJet","Delhi","Cochin","295.0","1.0","No info","5409","6","3","2019"
"Vistara","Kolkata","Banglore","1440.0","1.0","No info","9345","21","5","2019"
"Air India","Delhi","Cochin","1820.0","2.0","No info","12646","15","6","2019"
"Jet Airways","Delhi","Cochin","1390.0","2.0","In-flight meal not included","11150","27","6","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","4784","3","6","2019"
"Jet Airways","Delhi","Cochin","395.0","1.0","No info","12242","27","3","2019"
"Air Asia","Kolkata","Banglore","720.0","1.0","No info","11323","6","9","2019"
"Air Asia","Kolkata","Banglore","150.0","0.0","No info","4409","18","4","2019"
"Jet Airways","Banglore","New Delhi","745.0","1.0","No info","16736","3","6","2019"
"Air India","Mumbai","Hyderabad","75.0","0.0","No info","3100","27","5","2019"
"Jet Airways","Delhi","Cochin","810.0","2.0","In-flight meal not included","13029","18","5","2019"
"IndiGo","Kolkata","Banglore","150.0","0.0","No info","4804","6","12","2019"
"Vistara","Kolkata","Banglore","790.0","1.0","No info","9555","24","5","2019"
"Jet Airways","Delhi","Cochin","1295.0","1.0","In-flight meal not included","10262","27","6","2019"
"Air Asia","Kolkata","Banglore","150.0","0.0","No info","5964","24","3","2019"
"IndiGo","Delhi","Cochin","345.0","1.0","No info","6386","6","12","2019"
"Air India","Delhi","Cochin","675.0","1.0","No info","6377","4","9","2019"
"SpiceJet","Chennai","Kolkata","135.0","0.0","No check-in baggage included","3807","18","3","2019"
"Multiple carriers","Delhi","Cochin","570.0","1.0","No info","13377","6","3","2019"
"SpiceJet","Kolkata","Banglore","145.0","0.0","No check-in baggage included","3841","4","12","2019"
"Air India","Kolkata","Banglore","1440.0","1.0","No info","6528","6","6","2019"
"Air India","Mumbai","Hyderabad","80.0","0.0","No info","3100","24","5","2019"
"Vistara","Chennai","Kolkata","135.0","0.0","No info","3687","24","6","2019"
"Jet Airways","Banglore","New Delhi","1265.0","1.0","No info","14815","3","6","2019"
"IndiGo","Banglore","Delhi","170.0","0.0","No info","3943","6","12","2019"
"Jet Airways","Delhi","Cochin","450.0","1.0","No info","14714","6","12","2019"
"SpiceJet","Kolkata","Banglore","315.0","1.0","No info","4859","24","4","2019"
"Jet Airways","Kolkata","Banglore","510.0","1.0","In-flight meal not included","10844","18","5","2019"
"IndiGo","Banglore","New Delhi","295.0","1.0","No info","4410","18","3","2019"
"IndiGo","Mumbai","Hyderabad","90.0","0.0","No info","2754","21","5","2019"
"Jet Airways","Banglore","Delhi","180.0","0.0","No info","7229","4","6","2019"
"IndiGo","Banglore","New Delhi","170.0","0.0","No info","5694","3","9","2019"
"Multiple carriers","Delhi","Cochin","510.0","1.0","No info","9424","5","9","2019"
"Jet Airways","Delhi","Cochin","1395.0","1.0","In-flight meal not included","10262","15","6","2019"
"Air India","Delhi","Cochin","865.0","2.0","No info","12199","6","9","2019"
"Vistara","Banglore","Delhi","170.0","0.0","No info","4668","5","6","2019"
"Jet Airways","Banglore","New Delhi","1140.0","1.0","In-flight meal not included","7832","21","3","2019"
