Airline,Source,Destination,Flight_Duration,Total_Stops,Additional_Info,Day_of_Journey,Month_of_Journey,Year_of_Journey,Price
Jet Airways,Kolkata,Banglore,1335,1,No info,9,6,2019,14571
Jet Airways,Banglore,New Delhi,495,1,In-flight meal not included,21,3,2019,7832
Jet Airways,Kolkata,Banglore,750,1,No info,9,5,2019,14151
Multiple carriers,Delhi,Cochin,510,1,No info,21,3,2019,7154
Air Asia,Kolkata,Banglore,710,1,No info,15,4,2019,5192
Multiple carriers,Delhi,Cochin,630,2,No info,6,3,2019,21483
Jet Airways,Kolkata,Banglore,730,1,In-flight meal not included,6,6,2019,6812
IndiGo,Banglore,New Delhi,300,1,No info,3,3,2019,13292
IndiGo,Kolkata,Banglore,155,0,No info,9,4,2019,4174
Jet Airways,Delhi,Cochin,1045,2,In-flight meal not included,27,6,2019,11150
IndiGo,Delhi,Cochin,310,1,No info,24,4,2019,5912
Air India,Delhi,Cochin,570,1,No info,27,6,2019,8907
Air India,Banglore,New Delhi,640,1,No info,9,3,2019,8767
Jet Airways,Delhi,Cochin,520,1,No info,27,3,2019,12242
Air India,Kolkata,Banglore,580,1,No info,24,5,2019,6327
SpiceJet,Chennai,Kolkata,135,0,No check-in baggage included,24,5,2019,3543
Multiple carriers,Delhi,Cochin,675,1,No info,3,6,2019,15058
Jet Airways,Banglore,New Delhi,1410,1,In-flight meal not included,12,3,2019,11087
Jet Airways,Kolkata,Banglore,520,1,No info,9,5,2019,13941
SpiceJet,Delhi,Cochin,380,1,No info,1,6,2019,7317
Jet Airways,Delhi,Cochin,1430,2,No info,9,5,2019,15129
Jet Airways,Kolkata,Banglore,775,1,In-flight meal not included,24,5,2019,9663
IndiGo,Delhi,Cochin,300,1,No info,24,4,2019,5065
Air India,Delhi,Cochin,795,1,No info,27,6,2019,8907
SpiceJet,Kolkata,Banglore,150,0,No info,21,3,2019,4148
Multiple carriers,Delhi,Cochin,420,1,No info,9,6,2019,13587
Jet Airways,Delhi,Cochin,395,1,In-flight meal not included,6,6,2019,10262
Jet Airways,Banglore,New Delhi,1090,1,No info,18,3,2019,12284
Jet Airways,Kolkata,Banglore,1285,1,No info,15,5,2019,14781
Jet Airways,Kolkata,Banglore,1495,1,In-flight meal not included,18,5,2019,9663
IndiGo,Banglore,New Delhi,170,0,No info,1,3,2019,19685
Air India,Kolkata,Banglore,795,1,No info,12,5,2019,10203
Jet Airways,Kolkata,Banglore,1330,1,No info,15,5,2019,13941
Air India,Banglore,New Delhi,165,0,No info,1,3,2019,25703
Jet Airways,Delhi,Cochin,865,1,In-flight meal not included,9,6,2019,10262
SpiceJet,Chennai,Kolkata,140,0,No check-in baggage included,1,5,2019,3543
SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,6,4,2019,3841
Jet Airways,Delhi,Cochin,450,1,No info,18,5,2019,15554
Jet Airways,Kolkata,Banglore,345,1,In-flight meal not included,24,5,2019,10844
Jet Airways,Kolkata,Banglore,1285,1,No info,12,6,2019,12692
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,9,6,2019,3210
Air India,Delhi,Cochin,435,2,No info,15,5,2019,9601
Multiple carriers,Delhi,Cochin,750,1,No info,15,6,2019,13377
Jet Airways,Kolkata,Banglore,1395,1,In-flight meal not included,24,3,2019,11134
Multiple carriers,Delhi,Cochin,725,1,No info,27,3,2019,8055
Jet Airways,Delhi,Cochin,655,1,No info,27,3,2019,12242
Air India,Banglore,New Delhi,1520,1,No info,9,3,2019,8425
SpiceJet,Mumbai,Hyderabad,90,0,No info,15,6,2019,2753
SpiceJet,Banglore,Delhi,175,0,No info,27,5,2019,3311
IndiGo,Kolkata,Banglore,240,1,No info,12,6,2019,4226
Jet Airways,Banglore,New Delhi,1210,1,1 Long layover,1,3,2019,26890
Multiple carriers,Delhi,Cochin,780,1,No info,24,6,2019,12524
SpiceJet,Kolkata,Banglore,150,0,No info,21,3,2019,3847
Jet Airways,Kolkata,Banglore,425,1,No info,1,4,2019,12681
Jet Airways,Delhi,Cochin,1140,2,No info,6,6,2019,13882
Jet Airways,Delhi,Cochin,1615,2,No info,18,5,2019,15129
Jet Airways,Kolkata,Banglore,740,1,In-flight meal not included,6,6,2019,10844
Jet Airways,Banglore,New Delhi,650,1,No info,12,3,2019,12547
Jet Airways,Kolkata,Banglore,585,1,No info,9,6,2019,14178
IndiGo,Delhi,Cochin,575,1,No info,3,3,2019,14871
Jet Airways,Delhi,Cochin,1125,2,In-flight meal not included,9,6,2019,10368
Multiple carriers,Delhi,Cochin,780,1,No info,6,3,2019,15078
IndiGo,Kolkata,Banglore,160,0,No info,21,5,2019,4804
SpiceJet,Kolkata,Banglore,150,0,No info,9,5,2019,3873
SpiceJet,Kolkata,Banglore,150,0,No check-in baggage included,24,6,2019,3841
GoAir,Delhi,Cochin,355,1,No info,1,6,2019,5457
Jet Airways,Kolkata,Banglore,510,1,No info,12,5,2019,14781
Jet Airways,Delhi,Cochin,1260,1,No info,9,3,2019,15764
Vistara,Banglore,Delhi,170,0,No info,12,6,2019,4668
Jet Airways,Delhi,Cochin,195,0,No info,24,6,2019,9564
IndiGo,Delhi,Cochin,860,1,No info,15,5,2019,7191
Jet Airways,Delhi,Cochin,520,1,No info,6,3,2019,15764
Jet Airways,Kolkata,Banglore,1315,1,No info,6,5,2019,14388
Jet Airways,Delhi,Cochin,520,1,In-flight meal not included,27,3,2019,6540
SpiceJet,Banglore,Delhi,170,0,No info,24,6,2019,3625
Multiple carriers,Delhi,Cochin,705,1,No info,9,5,2019,8266
SpiceJet,Kolkata,Banglore,435,1,No info,18,5,2019,10944
IndiGo,Delhi,Cochin,300,1,No info,27,3,2019,5073
Jet Airways,Banglore,New Delhi,400,1,In-flight meal not included,15,3,2019,9134
Vistara,Kolkata,Banglore,1440,1,No info,12,6,2019,8085
Jet Airways,Banglore,New Delhi,325,1,No info,6,3,2019,22270
Air India,Kolkata,Banglore,1620,2,No info,1,4,2019,9836
IndiGo,Delhi,Cochin,420,1,No info,3,3,2019,14871
Jet Airways,Mumbai,Hyderabad,605,2,No info,12,3,2019,23528
Jet Airways,Banglore,Delhi,180,0,No info,6,6,2019,8016
Jet Airways,Banglore,New Delhi,550,1,No info,18,3,2019,12284
Multiple carriers,Delhi,Cochin,900,1,No info,12,6,2019,7005
IndiGo,Kolkata,Banglore,155,0,No info,3,6,2019,4804
IndiGo,Delhi,Cochin,300,1,No info,27,3,2019,6827
Air India,Mumbai,Hyderabad,80,0,No info,12,5,2019,3100
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,15,3,2019,2759
Jet Airways,Kolkata,Banglore,1480,1,No info,9,5,2019,13067
GoAir,Banglore,Delhi,165,0,No info,15,4,2019,3898
Jet Airways,Delhi,Cochin,1125,2,In-flight meal not included,12,6,2019,10368
SpiceJet,Banglore,New Delhi,170,0,No check-in baggage included,18,3,2019,4273
SpiceJet,Banglore,Delhi,160,0,No info,24,5,2019,3311
Multiple carriers,Delhi,Cochin,720,1,In-flight meal not included,6,3,2019,15136
Multiple carriers,Delhi,Cochin,665,1,No info,9,4,2019,6601
Vistara,Kolkata,Banglore,1580,1,No info,24,5,2019,8452
Jet Airways,Kolkata,Banglore,1285,1,In-flight meal not included,1,5,2019,9314
IndiGo,Delhi,Cochin,345,1,No info,1,6,2019,6386
Multiple carriers,Delhi,Cochin,840,1,No info,24,6,2019,13377
Jet Airways,Mumbai,Hyderabad,90,0,No info,3,3,2019,5678
Air Asia,Banglore,Delhi,170,0,No info,18,5,2019,4483
Jet Airways,Delhi,Cochin,1355,1,In-flight meal not included,27,5,2019,12898
IndiGo,Banglore,New Delhi,175,0,No info,3,3,2019,7648
Jet Airways,Kolkata,Banglore,1025,1,No info,9,6,2019,14571
IndiGo,Mumbai,Hyderabad,90,0,No info,27,6,2019,4049
Air India,Banglore,New Delhi,875,2,No info,18,3,2019,11728
SpiceJet,Kolkata,Banglore,155,0,No info,18,4,2019,3873
Air India,Delhi,Cochin,765,1,No info,9,5,2019,7480
Jet Airways,Banglore,Delhi,180,0,No info,21,6,2019,8541
Jet Airways,Banglore,New Delhi,755,1,1 Long layover,1,3,2019,31825
IndiGo,Chennai,Kolkata,140,0,No info,1,6,2019,3597
Jet Airways,Banglore,New Delhi,1070,1,No info,12,3,2019,13817
Jet Airways,Kolkata,Banglore,740,1,No info,24,5,2019,14571
Air Asia,Delhi,Cochin,865,1,No info,15,6,2019,6853
Jet Airways,Delhi,Cochin,1760,2,No info,27,5,2019,16704
SpiceJet,Banglore,Delhi,170,0,No check-in baggage included,27,5,2019,3573
Vistara,Kolkata,Banglore,1550,1,No info,15,5,2019,9345
Jet Airways,Delhi,Cochin,1375,2,No info,15,6,2019,13014
Multiple carriers,Delhi,Cochin,780,1,No info,12,6,2019,13797
Air India,Banglore,New Delhi,1355,3,No info,3,3,2019,12358
Multiple carriers,Delhi,Cochin,440,1,In-flight meal not included,9,3,2019,14086
IndiGo,Chennai,Kolkata,140,0,No info,3,5,2019,3597
Jet Airways,Kolkata,Banglore,800,1,No info,24,5,2019,13731
Jet Airways,Delhi,Cochin,520,1,In-flight meal not included,21,5,2019,12898
Jet Airways,Delhi,Cochin,745,1,No info,6,6,2019,14714
Vistara,Banglore,Delhi,170,0,No info,12,4,2019,5403
Jet Airways,Banglore,Delhi,165,0,In-flight meal not included,24,6,2019,5769
Air Asia,Kolkata,Banglore,155,0,No info,24,3,2019,5620
IndiGo,Delhi,Cochin,195,0,No info,18,6,2019,5000
Multiple carriers,Delhi,Cochin,570,1,No info,18,5,2019,13727
Jet Airways,Kolkata,Banglore,800,1,No info,12,5,2019,14388
Air India,Kolkata,Banglore,920,2,No info,6,6,2019,13033
Jet Airways,Banglore,New Delhi,1420,1,No info,1,3,2019,22270
IndiGo,Delhi,Cochin,345,1,No info,27,5,2019,6769
Air Asia,Kolkata,Banglore,500,2,No info,24,5,2019,5192
Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,24,5,2019,4995
IndiGo,Chennai,Kolkata,140,0,No info,1,3,2019,8580
Air India,Delhi,Cochin,1255,1,No info,15,6,2019,7480
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,27,4,2019,5198
Jet Airways,Delhi,Cochin,560,2,In-flight meal not included,6,6,2019,10368
Jet Airways,Mumbai,Hyderabad,85,0,No info,6,5,2019,8040
Jet Airways,Delhi,Cochin,1205,2,No info,9,3,2019,18909
Air India,Kolkata,Banglore,1345,2,No info,1,4,2019,12849
Air India,Delhi,Cochin,1350,1,No info,1,3,2019,22798
Jet Airways,Kolkata,Banglore,590,1,No info,6,6,2019,14571
Jet Airways,Banglore,New Delhi,1090,1,In-flight meal not included,6,3,2019,13502
SpiceJet,Chennai,Kolkata,140,0,No check-in baggage included,27,3,2019,3332
Multiple carriers,Delhi,Cochin,705,1,No info,6,6,2019,7354
Multiple carriers,Delhi,Cochin,660,1,No info,15,5,2019,8073
IndiGo,Mumbai,Hyderabad,85,0,No info,21,3,2019,4049
Jet Airways,Delhi,Cochin,1570,1,No info,9,3,2019,15029
Air India,Delhi,Cochin,1420,2,No info,24,6,2019,10975
Multiple carriers,Delhi,Cochin,920,1,No info,1,6,2019,7038
Jet Airways,Delhi,Cochin,660,1,No info,9,5,2019,15554
Air India,Banglore,Delhi,170,0,No info,12,6,2019,5228
IndiGo,Delhi,Cochin,325,1,No info,1,6,2019,5636
Air India,Delhi,Cochin,1180,2,No info,27,6,2019,9653
Jet Airways,Kolkata,Banglore,910,1,In-flight meal not included,24,5,2019,8586
SpiceJet,Mumbai,Hyderabad,90,0,No info,21,5,2019,2017
Vistara,Kolkata,Banglore,1625,1,No info,24,5,2019,9345
Jet Airways,Delhi,Cochin,1925,2,In-flight meal not included,21,3,2019,9270
Jet Airways,Delhi,Cochin,810,2,No info,3,6,2019,13292
Jet Airways,Delhi,Cochin,1570,2,In-flight meal not included,27,3,2019,8098
Air India,Delhi,Cochin,1420,1,No info,6,6,2019,7952
IndiGo,Delhi,Cochin,415,1,No info,12,6,2019,5883
Jet Airways,Banglore,Delhi,180,0,No info,6,6,2019,8016
SpiceJet,Kolkata,Banglore,150,0,No info,18,5,2019,4174
Multiple carriers,Delhi,Cochin,925,1,No info,3,6,2019,10696
Vistara,Banglore,Delhi,155,0,No info,12,6,2019,4878
SpiceJet,Banglore,Delhi,170,0,No info,1,4,2019,3971
Multiple carriers,Delhi,Cochin,390,1,No info,3,6,2019,7198
Jet Airways,Kolkata,Banglore,1540,1,In-flight meal not included,6,5,2019,9314
SpiceJet,Banglore,Delhi,170,0,No info,1,5,2019,4423
SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,6,4,2019,3841
Multiple carriers,Delhi,Cochin,510,1,No info,27,3,2019,7154
Air India,Delhi,Cochin,735,1,No info,15,6,2019,9929
Multiple carriers,Delhi,Cochin,455,1,No info,9,5,2019,8266
Multiple carriers,Delhi,Cochin,630,1,No info,12,6,2019,10877
IndiGo,Kolkata,Banglore,150,0,No info,24,6,2019,4804
Multiple carriers,Delhi,Cochin,570,1,No info,15,6,2019,13587
IndiGo,Delhi,Cochin,515,1,No info,6,3,2019,13611
IndiGo,Delhi,Cochin,975,1,No info,6,6,2019,6628
IndiGo,Delhi,Cochin,195,0,No info,12,6,2019,5601
SpiceJet,Delhi,Cochin,315,1,No info,15,4,2019,5583
IndiGo,Banglore,Delhi,170,0,No info,21,5,2019,3943
IndiGo,Banglore,New Delhi,170,0,No info,24,3,2019,4777
Jet Airways,Kolkata,Banglore,960,1,In-flight meal not included,12,5,2019,9663
Jet Airways,Delhi,Cochin,1375,2,In-flight meal not included,1,6,2019,10368
IndiGo,Delhi,Cochin,415,1,No info,15,6,2019,5883
IndiGo,Kolkata,Banglore,155,0,No info,27,4,2019,4804
Vistara,Banglore,New Delhi,155,0,No info,3,3,2019,13383
Multiple carriers,Delhi,Cochin,555,1,No info,1,6,2019,9646
Jet Airways,Kolkata,Banglore,1570,1,No info,1,5,2019,11467
Air Asia,Kolkata,Banglore,720,1,No info,12,5,2019,5192
Jet Airways,Delhi,Cochin,1300,2,No info,12,6,2019,13376
Air Asia,Banglore,New Delhi,165,0,No info,3,3,2019,6477
Multiple carriers,Delhi,Cochin,720,1,No info,18,5,2019,13727
Vistara,Kolkata,Banglore,1640,1,No info,18,5,2019,9555
Jet Airways,Delhi,Cochin,1430,2,No info,24,6,2019,12819
Vistara,Mumbai,Hyderabad,750,1,No info,6,3,2019,12395
Jet Airways,Delhi,Cochin,550,1,In-flight meal not included,15,6,2019,10262
Jet Airways,Kolkata,Banglore,740,1,No info,21,5,2019,14781
Jet Airways,Mumbai,Hyderabad,90,0,No info,12,5,2019,5678
SpiceJet,Kolkata,Banglore,330,1,No info,15,5,2019,7804
Jet Airways,Delhi,Cochin,1680,1,In-flight meal not included,27,6,2019,10262
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,18,5,2019,5198
IndiGo,Mumbai,Hyderabad,90,0,No info,3,5,2019,4049
Air Asia,Banglore,Delhi,165,0,No info,15,6,2019,3383
Air India,Delhi,Cochin,320,1,No info,27,5,2019,7174
Air India,Delhi,Cochin,1590,1,No info,15,5,2019,8907
Jet Airways,Delhi,Cochin,1615,2,No info,1,6,2019,13014
Jet Airways,Kolkata,Banglore,665,1,No info,6,5,2019,13584
Air Asia,Kolkata,Banglore,150,0,No info,15,5,2019,4107
Jet Airways,Mumbai,Hyderabad,90,0,In-flight meal not included,15,3,2019,2071
Jet Airways,Delhi,Cochin,450,1,In-flight meal not included,9,5,2019,12373
Air India,Banglore,New Delhi,1745,2,No info,12,3,2019,13303
Jet Airways,Kolkata,Banglore,1055,1,In-flight meal not included,12,6,2019,8529
Jet Airways,Kolkata,Banglore,1495,1,No info,6,6,2019,14571
Jet Airways,Delhi,Cochin,1760,2,No info,27,5,2019,15129
Jet Airways,Banglore,Delhi,180,0,No info,9,6,2019,8016
IndiGo,Kolkata,Banglore,160,0,No info,6,6,2019,4804
Air India,Banglore,New Delhi,325,1,No info,9,3,2019,5118
Jet Airways,Kolkata,Banglore,1430,1,In-flight meal not included,18,5,2019,9663
Air India,Kolkata,Banglore,1840,2,No info,9,6,2019,12723
GoAir,Banglore,Delhi,165,0,No info,12,5,2019,3419
Jet Airways,Banglore,New Delhi,710,1,In-flight meal not included,12,3,2019,11087
IndiGo,Kolkata,Banglore,155,0,No info,12,4,2019,4174
Jet Airways,Delhi,Cochin,1225,1,In-flight meal not included,9,6,2019,10262
Jet Airways,Delhi,Cochin,1620,2,No info,15,6,2019,12609
Vistara,Banglore,Delhi,160,0,No info,3,6,2019,4668
SpiceJet,Mumbai,Hyderabad,90,0,No check-in baggage included,24,5,2019,1965
IndiGo,Mumbai,Hyderabad,90,0,No info,1,6,2019,4049
Air India,Kolkata,Banglore,150,0,No info,12,4,2019,5195
IndiGo,Kolkata,Banglore,155,0,No info,18,5,2019,4804
IndiGo,Banglore,New Delhi,170,0,No info,3,3,2019,7648
IndiGo,Chennai,Kolkata,140,0,No info,3,5,2019,3850
Air India,Banglore,Delhi,165,0,No info,15,4,2019,6121
IndiGo,Chennai,Kolkata,145,0,No info,18,6,2019,3540
Jet Airways,Banglore,New Delhi,340,1,In-flight meal not included,15,3,2019,9134
Jet Airways,Kolkata,Banglore,1660,1,In-flight meal not included,6,6,2019,10844
IndiGo,Chennai,Kolkata,140,0,No info,3,6,2019,5277
IndiGo,Delhi,Cochin,300,1,No info,6,4,2019,5073
SpiceJet,Kolkata,Banglore,155,0,No check-in baggage included,24,6,2019,3841
Multiple carriers,Delhi,Cochin,690,1,No info,3,6,2019,10877
Jet Airways,Delhi,Cochin,1575,1,In-flight meal not included,27,3,2019,5406
Jet Airways,Kolkata,Banglore,1005,1,No info,9,6,2019,14151
Jet Airways,Delhi,Cochin,1090,2,No info,3,6,2019,14237
IndiGo,Mumbai,Hyderabad,90,0,No info,24,6,2019,2754
Air India,Kolkata,Banglore,805,1,No info,18,5,2019,11306
Air Asia,Kolkata,Banglore,720,1,No info,1,5,2019,5192
Vistara,Chennai,Kolkata,135,0,No info,12,6,2019,3687
Multiple carriers,Delhi,Cochin,910,1,No info,3,6,2019,12192
Jet Airways,Delhi,Cochin,360,1,In-flight meal not included,27,5,2019,12898
Jet Airways,Delhi,Cochin,1395,1,No info,9,6,2019,14924
SpiceJet,Kolkata,Banglore,435,1,No info,24,5,2019,8479
Multiple carriers,Delhi,Cochin,690,1,In-flight meal not included,27,5,2019,6943
Multiple carriers,Delhi,Cochin,755,1,No info,27,6,2019,7354
Multiple carriers,Delhi,Cochin,600,1,No info,6,6,2019,12192
IndiGo,Banglore,Delhi,180,0,No info,3,5,2019,3943
Jet Airways,Delhi,Cochin,1430,2,No info,6,5,2019,15129
Vistara,Banglore,Delhi,160,0,No info,9,4,2019,5403
Jet Airways,Delhi,Cochin,1140,2,No info,27,6,2019,13882
Jet Airways,Mumbai,Hyderabad,90,0,No info,21,3,2019,5678
Vistara,Banglore,Delhi,170,0,No info,27,4,2019,5403
Vistara,Banglore,Delhi,170,0,No info,27,6,2019,4878
IndiGo,Delhi,Cochin,880,2,No info,27,3,2019,6494
IndiGo,Banglore,New Delhi,165,0,No info,24,3,2019,4777
Air India,Mumbai,Hyderabad,90,0,No info,6,6,2019,3625
Air India,Kolkata,Banglore,1830,2,No info,1,4,2019,9258
Jet Airways,Delhi,Cochin,360,1,In-flight meal not included,6,6,2019,10262
Air India,Banglore,New Delhi,1770,4,Change airports,1,3,2019,17686
IndiGo,Kolkata,Banglore,150,0,No info,3,4,2019,4174
Multiple carriers,Delhi,Cochin,910,1,No info,21,5,2019,7485
Air India,Kolkata,Banglore,1610,2,No info,18,5,2019,11222
Jet Airways,Kolkata,Banglore,1685,1,No info,1,5,2019,12121
Air India,Kolkata,Banglore,610,2,No info,21,5,2019,10697
Jet Airways,Delhi,Cochin,450,1,In-flight meal not included,9,5,2019,12373
SpiceJet,Kolkata,Banglore,520,1,No info,21,5,2019,6381
Jet Airways,Delhi,Cochin,2070,2,No info,6,3,2019,17072
Jet Airways,Delhi,Cochin,1615,2,In-flight meal not included,9,6,2019,10368
IndiGo,Banglore,Delhi,175,0,No info,24,5,2019,4823
Air India,Delhi,Cochin,795,1,No info,3,3,2019,27282
IndiGo,Mumbai,Hyderabad,95,0,No info,12,6,2019,2227
IndiGo,Banglore,New Delhi,165,0,No info,9,3,2019,4545
IndiGo,Kolkata,Banglore,160,0,No info,21,3,2019,4148
IndiGo,Kolkata,Banglore,155,0,No info,12,3,2019,4148
Air India,Banglore,New Delhi,1625,2,No info,21,3,2019,7642
Jet Airways,Delhi,Cochin,1235,1,In-flight meal not included,3,6,2019,10262
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,24,5,2019,4030
IndiGo,Delhi,Cochin,195,0,No info,27,6,2019,5000
SpiceJet,Delhi,Cochin,270,1,No info,9,6,2019,5264
Jet Airways,Banglore,Delhi,185,0,In-flight meal not included,1,6,2019,7229
Jet Airways,Delhi,Cochin,660,1,In-flight meal not included,3,6,2019,10577
Air India,Kolkata,Banglore,1625,2,No info,24,5,2019,12723
Jet Airways,Delhi,Cochin,395,1,No info,1,6,2019,14714
Jet Airways,Delhi,Cochin,1570,1,In-flight meal not included,21,3,2019,7438
Air India,Kolkata,Banglore,1435,1,No info,15,5,2019,10203
Air Asia,Kolkata,Banglore,150,0,No info,27,3,2019,3782
Jet Airways,Delhi,Cochin,810,2,No info,12,6,2019,13014
Multiple carriers,Delhi,Cochin,390,1,No info,15,5,2019,8073
IndiGo,Kolkata,Banglore,155,0,No info,9,5,2019,4804
IndiGo,Kolkata,Banglore,330,1,No info,9,5,2019,4864
Multiple carriers,Delhi,Cochin,730,1,No info,6,3,2019,15135
Air India,Kolkata,Banglore,1100,1,No info,6,6,2019,8366
Jet Airways,Delhi,Cochin,1375,2,No info,9,6,2019,13292
Air India,Banglore,Delhi,165,0,No info,15,6,2019,7171
Jet Airways,Kolkata,Banglore,690,1,No info,6,5,2019,12121
Air India,Delhi,Cochin,500,2,No info,12,6,2019,11753
IndiGo,Banglore,New Delhi,285,1,No Info,1,3,2019,8064
Jet Airways,Delhi,Cochin,1680,1,In-flight meal not included,6,6,2019,10262
IndiGo,Chennai,Kolkata,140,0,No info,3,5,2019,5277
Jet Airways,Banglore,Delhi,180,0,No info,9,6,2019,8016
Air India,Mumbai,Hyderabad,560,2,No info,12,3,2019,11342
Jet Airways,Kolkata,Banglore,1330,1,In-flight meal not included,12,6,2019,7594
Air Asia,Banglore,Delhi,165,0,No info,3,6,2019,4483
Jet Airways,Delhi,Cochin,505,2,No info,18,5,2019,16263
Air India,Kolkata,Banglore,920,2,No info,12,5,2019,13243
Jet Airways,Banglore,Delhi,165,0,In-flight meal not included,12,6,2019,6478
Jet Airways,Delhi,Cochin,320,1,No info,6,3,2019,15764
Air India,Kolkata,Banglore,1170,2,No info,3,4,2019,4647
Jet Airways,Banglore,Delhi,180,0,No info,3,6,2019,8016
Air India,Kolkata,Banglore,155,0,No info,12,6,2019,4145
Multiple carriers,Delhi,Cochin,810,1,No info,27,3,2019,8055
Air India,Delhi,Cochin,1560,2,No info,18,5,2019,12409
IndiGo,Kolkata,Banglore,165,0,No info,24,3,2019,6038
Air Asia,Kolkata,Banglore,150,0,No info,21,5,2019,4107
Air India,Delhi,Cochin,1545,2,No info,21,5,2019,11911
Jet Airways,Banglore,New Delhi,1450,1,No info,1,3,2019,25735
Air India,Kolkata,Banglore,955,2,No info,6,6,2019,11458
Air Asia,Delhi,Cochin,340,1,No info,24,4,2019,6152
Jet Airways,Kolkata,Banglore,1585,1,In-flight meal not included,9,6,2019,10844
Vistara,Chennai,Kolkata,140,0,No info,24,5,2019,11982
Jet Airways,Kolkata,Banglore,590,1,No info,9,5,2019,13941
IndiGo,Delhi,Cochin,480,1,No info,27,3,2019,6938
Jet Airways,Delhi,Cochin,1775,2,No info,27,6,2019,15339
Jet Airways,Delhi,Cochin,2245,2,No info,3,3,2019,20064
Multiple carriers,Delhi,Cochin,455,1,In-flight meal not included,15,6,2019,6093
Multiple carriers Premium economy,Delhi,Cochin,395,1,No info,21,3,2019,10885
Air India,Delhi,Cochin,570,1,No info,1,6,2019,8907
Jet Airways,Kolkata,Banglore,855,1,In-flight meal not included,6,5,2019,9663
IndiGo,Delhi,Cochin,425,1,No info,27,4,2019,7160
Multiple carriers Premium economy,Delhi,Cochin,480,1,No info,21,3,2019,11269
Jet Airways,Mumbai,Hyderabad,90,0,No info,1,4,2019,5678
Jet Airways,Mumbai,Hyderabad,85,0,No info,27,5,2019,5678
Air India,Delhi,Cochin,795,1,No info,6,6,2019,8907
Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,27,6,2019,3210
Air India,Banglore,Delhi,165,0,No info,15,5,2019,6961
Jet Airways,Banglore,New Delhi,1090,1,No info,6,3,2019,14815
Jet Airways,Kolkata,Banglore,1540,1,No info,6,5,2019,11467
Jet Airways,Delhi,Cochin,1320,2,In-flight meal not included,15,6,2019,10919
GoAir,Delhi,Cochin,310,1,No info,3,6,2019,9069
SpiceJet,Kolkata,Banglore,315,1,No info,1,5,2019,4649
IndiGo,Banglore,Delhi,175,0,No info,3,6,2019,4823
Air India,Kolkata,Banglore,1440,1,No info,21,5,2019,6528
Jet Airways,Banglore,New Delhi,400,1,No info,6,3,2019,22270
Jet Airways,Delhi,Cochin,1060,2,In-flight meal not included,9,3,2019,15654
Vistara,Kolkata,Banglore,1595,1,No info,1,4,2019,7770
IndiGo,Kolkata,Banglore,155,0,No info,3,5,2019,4804
Jet Airways,Delhi,Cochin,1025,2,In-flight meal not included,15,6,2019,10368
IndiGo,Delhi,Cochin,195,0,No info,3,3,2019,7673
IndiGo,Delhi,Cochin,195,0,No info,21,4,2019,6015
IndiGo,Kolkata,Banglore,155,0,No info,24,4,2019,4804
Jet Airways,Kolkata,Banglore,735,1,No info,15,5,2019,13941
Air Asia,Kolkata,Banglore,215,1,No info,9,5,2019,5162
Air India,Banglore,New Delhi,700,1,No info,9,3,2019,10657
Jet Airways,Kolkata,Banglore,425,1,No info,9,5,2019,14781
IndiGo,Mumbai,Hyderabad,90,0,No info,3,4,2019,2754
Air India,Banglore,New Delhi,965,2,No info,12,3,2019,11474
Jet Airways,Kolkata,Banglore,800,1,In-flight meal not included,18,5,2019,7757
Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,3,4,2019,2228
Jet Airways,Banglore,New Delhi,1455,1,In-flight meal not included,15,3,2019,10405
GoAir,Banglore,Delhi,175,0,No info,27,6,2019,3419
Jet Airways,Delhi,Cochin,1145,1,In-flight meal not included,9,6,2019,10262
Air India,Mumbai,Hyderabad,90,0,No info,9,6,2019,3100
Jet Airways,Delhi,Cochin,1570,1,In-flight meal not included,9,3,2019,11848
Air India,Delhi,Cochin,705,1,No info,9,4,2019,5683
Jet Airways,Kolkata,Banglore,1655,1,In-flight meal not included,9,5,2019,9663
Jet Airways,Banglore,Delhi,180,0,In-flight meal not included,24,4,2019,4544
Jet Airways,Mumbai,Hyderabad,85,0,In-flight meal not included,27,5,2019,4050
Vistara,Kolkata,Banglore,765,1,No info,9,5,2019,9187
Vistara,Kolkata,Banglore,1440,1,No info,1,4,2019,8452
Air India,Kolkata,Banglore,955,2,No info,18,5,2019,11668
Air India,Delhi,Cochin,1730,2,No info,9,6,2019,13381
Multiple carriers,Delhi,Cochin,840,1,No info,18,5,2019,8073
Air Asia,Kolkata,Banglore,155,0,No info,1,3,2019,5620
Jet Airways,Kolkata,Banglore,875,1,No info,12,6,2019,12739
Air Asia,Kolkata,Banglore,150,0,No info,3,5,2019,5989
Air India,Kolkata,Banglore,1350,1,No info,21,5,2019,8891
