,Airline,Source,Destination,Flight_Duration,Total_Stops,Additional_Info,Price,Day_of_Journey,Month_of_Journey,Year_of_Journey
7461,Vistara,Banglore,New Delhi,1665,1.0,No info,12371,3,1,2019
7462,IndiGo,Delhi,Cochin,570,1.0,No info,6573,4,9,2019
7463,GoAir,Delhi,Cochin,440,1.0,No info,6393,3,6,2019
7464,IndiGo,Kolkata,Banglore,155,0.0,No info,5224,6,6,2019
7465,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,5198,5,9,2019
7466,Jet Airways,Kolkata,Banglore,450,1.0,No info,13941,21,5,2019
7467,SpiceJet,Chennai,Kolkata,155,0.0,No info,6300,15,3,2019
7468,Jet Airways,Delhi,Cochin,1620,2.0,No info,12609,24,6,2019
7469,Multiple carriers,Delhi,Cochin,720,1.0,No info,13587,6,3,2019
7470,Multiple carriers,Delhi,Cochin,480,1.0,No info,13587,24,6,2019
7471,Jet Airways,Delhi,Cochin,1595,1.0,In-flight meal not included,10262,27,6,2019
7472,Air India,Delhi,Cochin,555,1.0,No info,16439,3,6,2019
7473,Jet Airways,Kolkata,Banglore,510,1.0,No info,14781,21,5,2019
7474,Jet Airways,Delhi,Cochin,1010,1.0,In-flight meal not included,10262,6,3,2019
7475,Jet Airways,Kolkata,Banglore,1690,1.0,In-flight meal not included,10844,24,5,2019
7476,IndiGo,Banglore,Delhi,175,0.0,No info,4823,15,6,2019
7477,Air India,Banglore,Delhi,170,0.0,No info,5911,4,9,2019
7478,Multiple carriers,Delhi,Cochin,750,1.0,No info,13377,24,6,2019
7479,Multiple carriers,Delhi,Cochin,910,1.0,No info,6145,27,3,2019
7480,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,1965,27,6,2019
7481,IndiGo,Delhi,Cochin,515,1.0,No info,6442,27,3,2019
7482,Jet Airways,Kolkata,Banglore,1430,1.0,No info,13941,5,6,2019
7483,Air India,Delhi,Cochin,1010,1.0,No info,13002,3,3,2019
7484,Air India,Delhi,Cochin,570,1.0,No info,8907,24,6,2019
7485,Jet Airways,Delhi,Cochin,1620,2.0,No info,14657,27,5,2019
7486,SpiceJet,Kolkata,Banglore,140,0.0,No info,3873,5,6,2019
7487,Jet Airways,Kolkata,Banglore,570,1.0,No info,14781,21,5,2019
7488,Air India,Banglore,Delhi,170,0.0,No info,5228,18,6,2019
7489,Air Asia,Banglore,New Delhi,170,0.0,No info,7652,3,9,2019
7490,Jet Airways,Banglore,New Delhi,175,0.0,No info,7229,24,3,2019
7491,IndiGo,Kolkata,Banglore,240,1.0,No info,4226,5,1,2019
7492,Jet Airways,Delhi,Cochin,1325,1.0,In-flight meal not included,12373,5,9,2019
7493,IndiGo,Banglore,New Delhi,180,0.0,No info,6860,15,3,2019
7494,Jet Airways,Kolkata,Banglore,1170,1.0,In-flight meal not included,10844,24,5,2019
7495,Jet Airways,Delhi,Cochin,1295,1.0,In-flight meal not included,12373,18,5,2019
7496,IndiGo,Banglore,New Delhi,165,0.0,No info,4238,24,3,2019
7497,Jet Airways,Banglore,New Delhi,1265,1.0,In-flight meal not included,13502,3,3,2019
7498,Jet Airways,Kolkata,Banglore,1630,1.0,No info,10953,5,6,2019
7499,Air Asia,Kolkata,Banglore,150,0.0,No info,3782,21,3,2019
7500,Jet Airways,Kolkata,Banglore,345,1.0,No info,14781,5,12,2019
7501,IndiGo,Kolkata,Banglore,165,0.0,No info,4804,6,6,2019
7502,SpiceJet,Banglore,New Delhi,170,0.0,No info,6860,3,3,2019
7503,Air India,Kolkata,Banglore,1170,2.0,No info,6117,24,5,2019
7504,Jet Airways,Banglore,Delhi,175,0.0,No info,8016,15,6,2019
7505,Vistara,Delhi,Cochin,190,0.0,No info,6216,21,6,2019
7506,Jet Airways,Banglore,Delhi,165,0.0,No info,8016,6,12,2019
7507,Jet Airways,Banglore,New Delhi,695,1.0,In-flight meal not included,11087,18,3,2019
7508,Jet Airways,Mumbai,Hyderabad,85,0.0,No info,5678,18,5,2019
7509,Jet Airways,Banglore,Delhi,175,0.0,No info,7229,5,9,2019
7510,IndiGo,Banglore,New Delhi,175,0.0,No info,6860,3,3,2019
7511,Multiple carriers,Delhi,Cochin,660,1.0,No info,10407,27,5,2019
7512,Multiple carriers,Delhi,Cochin,835,1.0,No info,13797,24,6,2019
7513,Air India,Banglore,Delhi,165,0.0,No info,6961,24,6,2019
7514,Jet Airways,Kolkata,Banglore,395,1.0,No info,10624,5,9,2019
7515,Jet Airways,Delhi,Cochin,970,2.0,No info,14300,15,6,2019
7516,SpiceJet,Chennai,Kolkata,140,0.0,No info,5418,24,3,2019
7517,Jet Airways,Delhi,Cochin,1375,2.0,No info,15129,18,5,2019
7518,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543,18,6,2019
7519,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,1965,21,6,2019
7520,Air Asia,Banglore,Delhi,170,0.0,No info,4282,5,6,2019
7521,Air India,Kolkata,Banglore,1620,2.0,No info,14508,5,6,2019
7522,Air Asia,Kolkata,Banglore,220,1.0,No info,5162,5,12,2019
7523,Jet Airways,Delhi,Cochin,1425,1.0,In-flight meal not included,10262,6,12,2019
7524,Multiple carriers,Delhi,Cochin,765,1.0,No info,15237,3,9,2019
7525,Multiple carriers,Delhi,Cochin,440,1.0,No info,12524,6,1,2019
7526,Jet Airways,Kolkata,Banglore,1495,1.0,In-flight meal not included,10844,18,5,2019
7527,Air India,Banglore,New Delhi,1510,1.0,No info,5092,21,3,2019
7528,Multiple carriers,Delhi,Cochin,600,1.0,No info,8309,18,5,2019
7529,GoAir,Delhi,Cochin,355,1.0,No info,4106,4,9,2019
7530,Jet Airways,Kolkata,Banglore,1520,1.0,No info,14151,6,9,2019
7531,Jet Airways,Delhi,Cochin,620,1.0,In-flight meal not included,5177,4,6,2019
7532,Jet Airways,Kolkata,Banglore,400,1.0,In-flight meal not included,10844,21,5,2019
7533,IndiGo,Banglore,Delhi,180,0.0,No info,4823,18,5,2019
7534,Jet Airways,Delhi,Cochin,1530,1.0,In-flight meal not included,10262,6,9,2019
7535,Air India,Delhi,Cochin,1380,2.0,No info,13381,21,5,2019
7536,IndiGo,Chennai,Kolkata,145,0.0,No info,4332,5,1,2019
7537,Jet Airways,Banglore,New Delhi,760,1.0,No info,26890,3,1,2019
7538,Air India,Delhi,Cochin,1245,2.0,No info,12803,15,5,2019
7539,Jet Airways,Kolkata,Banglore,1575,1.0,In-flight meal not included,8529,6,12,2019
7540,SpiceJet,Kolkata,Banglore,145,0.0,No info,3873,4,3,2019
7541,Jet Airways,Kolkata,Banglore,475,1.0,In-flight meal not included,10844,6,6,2019
7542,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,6144,5,3,2019
7543,Jet Airways,Banglore,Delhi,175,0.0,No info,7229,5,1,2019
7544,Jet Airways,Delhi,Cochin,705,1.0,No info,12767,21,3,2019
7545,Jet Airways,Banglore,Delhi,175,0.0,No info,7229,5,6,2019
7546,Multiple carriers,Delhi,Cochin,470,1.0,No info,7354,6,12,2019
7547,IndiGo,Mumbai,Hyderabad,90,0.0,No info,4049,21,5,2019
7548,Multiple carriers,Delhi,Cochin,840,1.0,No info,13377,27,5,2019
7549,IndiGo,Banglore,New Delhi,170,0.0,No info,6144,15,3,2019
7550,Multiple carriers,Delhi,Cochin,795,1.0,No info,8266,15,5,2019
7551,Air India,Delhi,Cochin,1580,2.0,No info,10975,15,5,2019
7552,Multiple carriers,Delhi,Cochin,720,1.0,No info,12192,15,6,2019
7553,Jet Airways,Delhi,Cochin,2245,2.0,No info,12273,27,3,2019
7554,Jet Airways,Banglore,New Delhi,640,1.0,No info,26890,3,1,2019
7555,Multiple carriers,Delhi,Cochin,575,1.0,In-flight meal not included,15136,3,6,2019
7556,Jet Airways,Delhi,Cochin,330,1.0,In-flight meal not included,10262,6,9,2019
7557,Jet Airways,Delhi,Cochin,1530,1.0,In-flight meal not included,10262,6,3,2019
7558,Jet Airways,Mumbai,Hyderabad,90,0.0,In-flight meal not included,2228,24,3,2019
7559,IndiGo,Chennai,Kolkata,140,0.0,No info,3597,27,6,2019
7560,SpiceJet,Kolkata,Banglore,155,0.0,No check-in baggage included,3841,15,5,2019
7561,Jet Airways,Kolkata,Banglore,425,1.0,In-flight meal not included,9899,6,12,2019
7562,Multiple carriers,Delhi,Cochin,555,1.0,No info,13587,6,9,2019
7563,Air Asia,Kolkata,Banglore,150,0.0,No info,4409,6,9,2019
7564,IndiGo,Mumbai,Hyderabad,90,0.0,No info,2227,5,6,2019
7565,Air India,Mumbai,Hyderabad,80,0.0,No info,4937,3,3,2019
7566,IndiGo,Kolkata,Banglore,345,1.0,No info,9319,24,3,2019
7567,Jet Airways,Kolkata,Banglore,505,1.0,No info,14151,5,12,2019
7568,Jet Airways,Delhi,Cochin,360,1.0,No info,14714,6,9,2019
7569,Jet Airways,Banglore,Delhi,180,0.0,No info,7229,5,3,2019
7570,Vistara,Chennai,Kolkata,140,0.0,No info,11982,5,3,2019
7571,IndiGo,Banglore,Delhi,175,0.0,No info,4990,4,12,2019
7572,Multiple carriers,Delhi,Cochin,505,1.0,No info,9103,21,5,2019
7573,SpiceJet,Chennai,Kolkata,155,0.0,No info,6300,3,12,2019
7574,Jet Airways,Delhi,Cochin,425,2.0,No info,14441,24,6,2019
7575,Air India,Kolkata,Banglore,545,1.0,No info,8366,6,12,2019
7576,SpiceJet,Delhi,Cochin,380,1.0,No info,7317,18,5,2019
7577,GoAir,Banglore,New Delhi,175,0.0,No info,3898,24,3,2019
7578,Jet Airways,Delhi,Cochin,1210,1.0,No info,14714,6,1,2019
7579,SpiceJet,Kolkata,Banglore,145,0.0,No check-in baggage included,3841,18,6,2019
7580,Multiple carriers,Delhi,Cochin,615,1.0,No info,15373,5,1,2019
7581,Air India,Kolkata,Banglore,1610,2.0,No info,11222,5,9,2019
7582,Multiple carriers,Delhi,Cochin,860,1.0,No info,7155,24,6,2019
7583,Multiple carriers,Delhi,Cochin,620,1.0,No info,15200,3,9,2019
7584,Jet Airways,Banglore,New Delhi,780,1.0,In-flight meal not included,7832,21,3,2019
7585,IndiGo,Delhi,Cochin,300,1.0,No info,6593,6,3,2019
7586,Air India,Kolkata,Banglore,1650,3.0,No info,13007,5,6,2019
7587,Jet Airways,Delhi,Cochin,535,1.0,In-flight meal not included,15400,3,6,2019
7588,Air India,Kolkata,Banglore,1440,1.0,No info,6528,6,9,2019
7589,Jet Airways,Delhi,Cochin,1615,2.0,In-flight meal not included,10368,24,6,2019
7590,IndiGo,Delhi,Cochin,965,1.0,No info,6162,24,4,2019
7591,Jet Airways,Banglore,New Delhi,1135,1.0,No info,17261,3,6,2019
7592,Jet Airways,Kolkata,Banglore,1695,1.0,In-flight meal not included,7064,4,1,2019
7593,Jet Airways,Delhi,Cochin,1490,2.0,No info,13882,6,9,2019
7594,Vistara,Delhi,Cochin,190,0.0,No info,6216,6,3,2019
7595,Jet Airways,Delhi,Cochin,440,2.0,In-flight meal not included,19644,18,5,2019
7596,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,4544,5,9,2019
7597,IndiGo,Chennai,Kolkata,145,0.0,No info,3384,27,3,2019
7598,IndiGo,Kolkata,Banglore,150,0.0,No info,4804,6,6,2019
7599,Jet Airways,Kolkata,Banglore,1435,1.0,In-flight meal not included,10031,24,3,2019
7600,Jet Airways,Kolkata,Banglore,665,1.0,In-flight meal not included,8586,5,12,2019
7601,Jet Airways,Banglore,New Delhi,375,1.0,In-flight meal not included,7832,21,3,2019
7602,Vistara,Kolkata,Banglore,965,1.0,No info,10027,24,5,2019
7603,IndiGo,Mumbai,Hyderabad,85,0.0,No info,2754,18,3,2019
7604,Jet Airways,Delhi,Cochin,1225,1.0,No info,12767,21,3,2019
7605,GoAir,Kolkata,Banglore,455,1.0,No info,8777,5,9,2019
7606,GoAir,Delhi,Cochin,310,1.0,No info,7870,24,6,2019
7607,Air India,Kolkata,Banglore,1390,2.0,No info,9416,6,12,2019
7608,SpiceJet,Mumbai,Hyderabad,90,0.0,No check-in baggage included,2175,5,6,2019
7609,Multiple carriers,Delhi,Cochin,765,1.0,No info,9646,24,6,2019
7610,Jet Airways,Kolkata,Banglore,520,1.0,No info,13731,24,5,2019
7611,Air India,Delhi,Cochin,2170,2.0,No info,11552,3,6,2019
7612,Air India,Banglore,New Delhi,2315,2.0,No info,10783,18,3,2019
7613,Jet Airways,Kolkata,Banglore,1285,1.0,No info,11467,5,1,2019
7614,Air India,Delhi,Cochin,735,1.0,No info,8879,6,3,2019
7615,Multiple carriers,Delhi,Cochin,760,1.0,No info,6795,6,6,2019
7616,IndiGo,Delhi,Cochin,480,1.0,No info,14871,3,3,2019
7617,Multiple carriers,Delhi,Cochin,630,2.0,No info,34503,3,3,2019
7618,Air India,Delhi,Cochin,1580,2.0,No info,10975,15,6,2019
7619,Air India,Kolkata,Banglore,805,2.0,No info,15170,24,5,2019
7620,Air India,Kolkata,Banglore,1440,1.0,No info,7001,5,1,2019
7621,Air India,Kolkata,Banglore,545,1.0,No info,8576,18,5,2019
7622,Jet Airways,Delhi,Cochin,535,2.0,No info,15129,5,9,2019
7623,IndiGo,Banglore,Delhi,170,0.0,No info,4823,4,9,2019
7624,Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,10844,21,5,2019
7625,Vistara,Kolkata,Banglore,1440,1.0,No info,8085,6,9,2019
7626,Jet Airways,Delhi,Cochin,2045,2.0,No info,20747,3,3,2019
7627,Air India,Kolkata,Banglore,925,1.0,No info,10203,5,6,2019
7628,Jet Airways,Delhi,Cochin,1395,1.0,In-flight meal not included,12898,21,5,2019
7629,Jet Airways,Kolkata,Banglore,1545,1.0,No info,13941,5,12,2019
7630,IndiGo,Delhi,Cochin,625,1.0,No info,7503,18,5,2019
7631,Jet Airways,Delhi,Cochin,600,1.0,No info,14714,6,1,2019
7632,IndiGo,Delhi,Cochin,275,1.0,No info,5054,24,6,2019
7633,GoAir,Banglore,New Delhi,175,0.0,No info,8722,15,3,2019
7634,Jet Airways,Kolkata,Banglore,1655,1.0,In-flight meal not included,8586,5,6,2019
7635,Air India,Banglore,Delhi,170,0.0,No info,5228,6,9,2019
7636,Air India,Mumbai,Hyderabad,90,0.0,No info,3100,5,9,2019
7637,IndiGo,Delhi,Cochin,195,0.0,No info,6541,6,1,2019
7638,Multiple carriers,Delhi,Cochin,535,1.0,No info,8266,21,5,2019
7639,IndiGo,Delhi,Cochin,415,1.0,No info,6628,6,3,2019
7640,Jet Airways,Kolkata,Banglore,730,1.0,In-flight meal not included,9663,21,5,2019
7641,Jet Airways,Kolkata,Banglore,365,1.0,In-flight meal not included,9899,6,12,2019
7642,IndiGo,Delhi,Cochin,985,2.0,No info,6223,27,3,2019
7643,IndiGo,Kolkata,Banglore,315,1.0,No info,5380,6,9,2019
7644,Multiple carriers,Delhi,Cochin,810,1.0,No info,7740,6,6,2019
7645,Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,9899,6,12,2019
7646,Jet Airways,Banglore,Delhi,175,0.0,In-flight meal not included,5198,18,5,2019
7647,Jet Airways,Delhi,Cochin,1380,2.0,In-flight meal not included,9254,27,3,2019
7648,Jet Airways,Kolkata,Banglore,1200,1.0,No info,14388,18,5,2019
7649,Vistara,Kolkata,Banglore,1555,1.0,No info,8137,5,6,2019
7650,Air India,Delhi,Cochin,1380,2.0,No info,13591,5,9,2019
7651,SpiceJet,Kolkata,Banglore,435,1.0,No info,8479,5,12,2019
7652,Jet Airways,Kolkata,Banglore,1400,1.0,In-flight meal not included,10844,15,5,2019
7653,Air India,Kolkata,Banglore,1615,1.0,No info,10203,6,12,2019
7654,IndiGo,Delhi,Cochin,490,1.0,No info,6938,6,12,2019
7655,Multiple carriers,Delhi,Cochin,765,1.0,No info,9646,15,6,2019
7656,IndiGo,Delhi,Cochin,300,1.0,No info,6593,6,1,2019
7657,Vistara Premium economy,Chennai,Kolkata,135,0.0,No info,9125,3,1,2019
7658,Multiple carriers,Delhi,Cochin,615,1.0,No info,7670,15,5,2019
7659,Air India,Kolkata,Banglore,525,2.0,No info,15894,6,6,2019
7660,Jet Airways,Kolkata,Banglore,435,1.0,In-flight meal not included,5608,15,5,2019
7661,GoAir,Delhi,Cochin,355,1.0,No info,5842,21,5,2019
7662,SpiceJet,Delhi,Cochin,270,1.0,No info,4466,27,3,2019
7663,IndiGo,Chennai,Kolkata,140,0.0,No info,3597,24,6,2019
7664,Jet Airways,Banglore,New Delhi,680,1.0,No info,13555,18,3,2019
7665,Air India,Delhi,Cochin,555,1.0,No info,10979,6,3,2019
7666,Jet Airways,Delhi,Cochin,810,2.0,No info,15129,18,5,2019
7667,Air India,Delhi,Cochin,180,0.0,No info,5674,21,3,2019
7668,Vistara,Banglore,Delhi,170,0.0,No info,5613,27,4,2019
7669,SpiceJet,Kolkata,Banglore,140,0.0,No check-in baggage included,5725,24,3,2019
7670,IndiGo,Banglore,New Delhi,170,0.0,No info,10067,3,9,2019
7671,SpiceJet,Banglore,Delhi,170,0.0,No check-in baggage included,4885,4,12,2019
7672,Air India,Delhi,Cochin,1640,1.0,No info,7690,6,9,2019
7673,IndiGo,Delhi,Cochin,305,1.0,No info,8258,3,3,2019
7674,Multiple carriers,Delhi,Cochin,840,1.0,No info,7408,6,12,2019
7675,Jet Airways,Kolkata,Banglore,740,1.0,In-flight meal not included,10844,24,5,2019
7676,Jet Airways,Delhi,Cochin,1600,2.0,In-flight meal not included,8728,21,3,2019
7677,IndiGo,Delhi,Cochin,575,1.0,No info,5894,24,6,2019
7678,Air India,Kolkata,Banglore,155,0.0,No info,4435,3,12,2019
7679,Jet Airways,Mumbai,Hyderabad,85,0.0,In-flight meal not included,4050,21,5,2019
7680,IndiGo,Kolkata,Banglore,155,0.0,No info,4174,15,4,2019
7681,Air India,Delhi,Cochin,1420,1.0,No info,5957,27,3,2019
7682,Jet Airways,Kolkata,Banglore,1685,1.0,No info,12692,6,9,2019
7683,IndiGo,Banglore,New Delhi,170,0.0,No info,7303,24,3,2019
7684,Air India,Kolkata,Banglore,965,1.0,No info,6117,5,1,2019
7685,IndiGo,Delhi,Cochin,195,0.0,No info,6015,5,12,2019
7686,Air India,Kolkata,Banglore,1210,2.0,No info,11642,6,9,2019
7687,Multiple carriers,Delhi,Cochin,755,1.0,No info,7564,18,5,2019
7688,IndiGo,Banglore,Delhi,180,0.0,No info,4823,24,4,2019
7689,IndiGo,Delhi,Cochin,665,1.0,No info,6442,27,6,2019
7690,Air India,Kolkata,Banglore,965,1.0,No info,6327,6,9,2019
7691,Air India,Delhi,Cochin,1350,1.0,No info,7416,27,3,2019
7692,Air India,Delhi,Cochin,1470,2.0,No info,14588,27,5,2019
7693,Multiple carriers,Delhi,Cochin,930,1.0,No info,7198,6,12,2019
7694,Air India,Delhi,Cochin,735,1.0,No info,8669,27,6,2019
7695,IndiGo,Delhi,Cochin,860,1.0,No info,6093,6,9,2019
7696,Air India,Kolkata,Banglore,1320,2.0,No info,15107,5,9,2019
7697,Air India,Delhi,Cochin,1360,1.0,No info,8372,18,5,2019
7698,Jet Airways,Kolkata,Banglore,850,1.0,In-flight meal not included,7064,4,1,2019
7699,Vistara,Kolkata,Banglore,945,1.0,No info,12732,24,3,2019
7700,SpiceJet,Chennai,Kolkata,140,0.0,No info,3597,27,6,2019
7701,IndiGo,Banglore,New Delhi,180,0.0,No info,7303,24,3,2019
7702,Air India,Kolkata,Banglore,875,2.0,No info,10991,6,6,2019
7703,Air India,Banglore,New Delhi,1490,1.0,No info,10321,3,9,2019
7704,IndiGo,Banglore,Delhi,170,0.0,No info,3943,6,6,2019
7705,IndiGo,Delhi,Cochin,315,1.0,No info,5636,21,5,2019
7706,IndiGo,Kolkata,Banglore,290,1.0,No info,4268,4,9,2019
7707,Jet Airways,Delhi,Cochin,810,2.0,No info,13014,6,9,2019
7708,Multiple carriers,Delhi,Cochin,720,1.0,No info,13727,5,9,2019
7709,IndiGo,Kolkata,Banglore,150,0.0,No info,4174,4,9,2019
7710,Air India,Delhi,Cochin,435,2.0,No info,10493,27,3,2019
7711,IndiGo,Delhi,Cochin,625,1.0,No info,6794,21,5,2019
7712,IndiGo,Kolkata,Banglore,315,1.0,No info,7228,5,12,2019
7713,Jet Airways,Banglore,New Delhi,685,1.0,No info,26890,3,1,2019
7714,Multiple carriers,Delhi,Cochin,540,1.0,No info,7038,6,1,2019
7715,Jet Airways,Kolkata,Banglore,1545,1.0,In-flight meal not included,7064,4,1,2019
7716,Jet Airways,Kolkata,Banglore,1575,1.0,In-flight meal not included,10031,24,3,2019
7717,Jet Airways,Kolkata,Banglore,520,1.0,In-flight meal not included,9663,5,6,2019
7718,Air Asia,Banglore,Delhi,170,0.0,No info,4483,5,1,2019
7719,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,5769,6,3,2019
7720,IndiGo,Kolkata,Banglore,150,0.0,No info,4804,24,4,2019
7721,Air India,Kolkata,Banglore,155,0.0,No info,4145,15,5,2019
7722,Air India,Kolkata,Banglore,155,0.0,No info,4880,18,5,2019
7723,SpiceJet,Chennai,Kolkata,135,0.0,No check-in baggage included,3543,6,6,2019
7724,Jet Airways,Banglore,New Delhi,745,1.0,1 Long layover,27992,3,1,2019
7725,IndiGo,Delhi,Cochin,810,1.0,No info,7191,5,9,2019
7726,Vistara,Banglore,Delhi,160,0.0,No info,5403,4,1,2019
7727,Jet Airways,Delhi,Cochin,440,2.0,In-flight meal not included,15812,6,9,2019
7728,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,4544,4,9,2019
7729,Air Asia,Delhi,Cochin,340,1.0,No info,11410,6,3,2019
7730,IndiGo,Chennai,Kolkata,145,0.0,No info,4332,5,3,2019
7731,Jet Airways,Banglore,Delhi,180,0.0,In-flight meal not included,4544,15,4,2019
7732,IndiGo,Kolkata,Banglore,240,1.0,No info,4226,24,5,2019
7733,Air India,Kolkata,Banglore,155,0.0,No info,4145,6,3,2019
7734,Multiple carriers,Delhi,Cochin,555,1.0,No info,14848,27,6,2019
7735,IndiGo,Banglore,Delhi,175,0.0,No info,3419,4,3,2019
7736,Jet Airways,Banglore,New Delhi,180,0.0,No info,7229,24,3,2019
7737,SpiceJet,Delhi,Cochin,270,1.0,No info,5830,6,3,2019
7738,Jet Airways,Banglore,New Delhi,1055,1.0,In-flight meal not included,10972,18,3,2019
7739,Jet Airways,Kolkata,Banglore,795,1.0,No info,14231,24,3,2019
7740,Jet Airways,Kolkata,Banglore,1495,1.0,In-flight meal not included,10844,6,9,2019
7741,SpiceJet,Kolkata,Banglore,435,1.0,No info,11468,5,12,2019
7742,Air Asia,Kolkata,Banglore,150,0.0,No info,4409,18,5,2019
7743,Jet Airways,Delhi,Cochin,1320,2.0,No info,13376,27,6,2019
7744,IndiGo,Banglore,Delhi,170,0.0,No info,4077,21,6,2019
7745,Jet Airways,Kolkata,Banglore,690,1.0,No info,13067,5,9,2019
7746,IndiGo,Banglore,Delhi,175,0.0,No info,4823,6,6,2019
7747,Multiple carriers,Delhi,Cochin,745,1.0,In-flight meal not included,14817,3,9,2019
7748,IndiGo,Chennai,Kolkata,140,0.0,No info,4326,24,3,2019
7749,Multiple carriers,Delhi,Cochin,840,1.0,No info,15603,3,3,2019
7750,Air India,Kolkata,Banglore,1830,2.0,No info,13885,24,3,2019
7751,Jet Airways,Banglore,New Delhi,1280,1.0,No info,17261,3,6,2019
7752,Multiple carriers,Delhi,Cochin,565,3.0,No info,15629,6,9,2019
7753,Air India,Kolkata,Banglore,1170,2.0,No info,6117,5,6,2019
7754,Jet Airways,Delhi,Cochin,1760,2.0,No info,12819,24,6,2019
7755,Multiple carriers,Delhi,Cochin,435,1.0,No info,13377,27,5,2019
7756,Jet Airways,Banglore,New Delhi,495,1.0,No info,26890,3,1,2019
7757,IndiGo,Banglore,Delhi,175,0.0,No info,3419,15,5,2019
7758,Air India,Kolkata,Banglore,805,2.0,No info,14960,15,5,2019
7759,Air India,Mumbai,Hyderabad,75,0.0,No info,11185,3,3,2019
7760,Air India,Delhi,Cochin,1455,1.0,No info,8372,27,5,2019
7761,Jet Airways,Delhi,Cochin,620,1.0,In-flight meal not included,10262,6,6,2019
7762,Air India,Kolkata,Banglore,1255,2.0,No info,11542,6,12,2019
7763,SpiceJet,Kolkata,Banglore,315,1.0,No info,4649,4,3,2019
7764,Jet Airways,Mumbai,Hyderabad,90,0.0,No info,5678,3,9,2019
7765,SpiceJet,Banglore,Delhi,170,0.0,No info,3971,6,1,2019
7766,Multiple carriers,Delhi,Cochin,540,1.0,No info,7878,6,3,2019
7767,Jet Airways,Delhi,Cochin,810,2.0,No info,13014,27,6,2019
7768,IndiGo,Banglore,Delhi,165,0.0,No info,4423,5,1,2019
7769,Jet Airways,Delhi,Cochin,865,1.0,In-flight meal not included,10262,6,1,2019
7770,Vistara,Banglore,Delhi,170,0.0,No info,4668,27,5,2019
7771,Jet Airways,Kolkata,Banglore,1265,1.0,In-flight meal not included,10844,21,5,2019
7772,Jet Airways,Delhi,Cochin,1125,2.0,In-flight meal not included,10368,24,6,2019
7773,IndiGo,Banglore,Delhi,170,0.0,No info,4591,21,4,2019
7774,IndiGo,Delhi,Cochin,415,1.0,No info,7191,5,6,2019
7775,Multiple carriers,Delhi,Cochin,395,1.0,No info,9794,18,5,2019
7776,IndiGo,Banglore,Delhi,170,0.0,No info,3943,6,1,2019
7777,Jet Airways,Kolkata,Banglore,330,1.0,No info,13626,6,12,2019
7778,Jet Airways,Kolkata,Banglore,800,1.0,In-flight meal not included,9663,5,12,2019
7779,Multiple carriers,Delhi,Cochin,540,1.0,In-flight meal not included,6093,15,6,2019
7780,Jet Airways,Banglore,New Delhi,615,1.0,No info,11717,3,12,2019
7781,Jet Airways,Kolkata,Banglore,800,1.0,No info,14781,18,5,2019
7782,Jet Airways,Banglore,Delhi,165,0.0,No info,7229,5,3,2019
7783,GoAir,Banglore,Delhi,165,0.0,No info,3898,6,1,2019
7784,Jet Airways,Delhi,Cochin,825,1.0,No info,14714,6,3,2019
7785,Multiple carriers,Delhi,Cochin,560,1.0,No info,7005,27,5,2019
7786,IndiGo,Chennai,Kolkata,140,0.0,No info,3597,15,6,2019
7787,SpiceJet,Kolkata,Banglore,160,0.0,No check-in baggage included,4413,18,3,2019
7788,Multiple carriers,Delhi,Cochin,535,1.0,No info,15353,3,6,2019
7789,IndiGo,Banglore,Delhi,170,0.0,No info,3943,5,1,2019
7790,IndiGo,Chennai,Kolkata,135,0.0,No info,6297,15,3,2019
7791,IndiGo,Banglore,New Delhi,175,0.0,No info,6144,3,9,2019
7792,Air India,Delhi,Cochin,1470,2.0,No info,12257,21,5,2019
7793,Jet Airways,Delhi,Cochin,1390,2.0,No info,15129,21,5,2019
7794,Jet Airways,Delhi,Cochin,1375,2.0,In-flight meal not included,10368,24,6,2019
7795,Jet Airways,Delhi,Cochin,560,2.0,In-flight meal not included,13029,5,9,2019
7796,Air India,Kolkata,Banglore,1390,2.0,No info,9416,6,6,2019
7797,Air India,Delhi,Cochin,185,0.0,No info,6934,6,3,2019
7798,Jet Airways,Kolkata,Banglore,1080,1.0,No info,11467,21,5,2019
7799,Multiple carriers,Delhi,Cochin,615,1.0,No info,6795,6,3,2019
7800,IndiGo,Kolkata,Banglore,155,0.0,No info,5198,27,3,2019
7801,Jet Airways,Delhi,Cochin,1525,1.0,In-flight meal not included,14053,3,9,2019
7802,Vistara,Kolkata,Banglore,975,1.0,No info,7927,4,1,2019
7803,IndiGo,Kolkata,Banglore,165,0.0,No info,4462,18,3,2019
7804,GoAir,Banglore,Delhi,175,0.0,No info,5048,27,4,2019
7805,Jet Airways,Kolkata,Banglore,1655,1.0,In-flight meal not included,10844,24,5,2019
